Origin,Destination,Price
Bourges,Lyon-Perrache-Voyageurs,45.8
Bourges,Lyon-Part-Dieu,45.8
Bourges,Lyon-Vaise,45.8
Romilly-sur-Seine,Belfort,45.8
Paris-Montparnasse,Folligny,45.9
Saumur-Rive-Droite,Moulins-sur-Allier,45.9
Paris-St-Lazare,Carentan,46.0
Brive-la-Gaillarde,Vierzon-Ville,46.0
Banyuls-sur-Mer,Montauban-Ville-Bourbon,46.0
Issoudun,Souillac,46.0
Caussade,La Souterraine,46.0
Caussade,Elne,46.0
Paris-Austerlitz,Vallon,46.4
Angers-St-Laud,Nevers,46.5
Bayonne,Toulouse-Matabiau,47.0
Argelès-sur-Mer,Caussade,47.0
Gourdon,Narbonne,47.0
Argenton-sur-Creuse,Cahors,47.0
Uzerche,Castelnaudary,47.0
Brive-la-Gaillarde,Carcassonne,47.0
Cerbère,Montauban-Ville-Bourbon,47.0
Angoulême,Les Aubrais-Orléans,47.3
Granville,Paris-Montparnasse,47.5
Paris-Austerlitz,Futuroscope,47.9
Nogent-sur-Seine,Belfort,47.9
Paris-Austerlitz,Poitiers,47.9
St-Sébastien,Paris-Gare-de-Lyon,48.0
St-Sébastien,Paris-Austerlitz,48.0
Caussade,Port-Vendres-Ville,48.0
St-Nazaire,Blois,48.0
St-Sébastien,Paris-Bercy,48.0
La Baule-Escoublac,Blois,48.0
Montpellier-St-Roch,Les Arcs-Draguignan,48.0
Caussade,Banyuls-sur-Mer,48.0
Le Croisic,Blois,48.0
Lyon-Perrache-Voyageurs,Guéret,48.0
Lyon-Part-Dieu,Guéret,48.0
Caussade,Collioure,48.0
Nantes,Bourges,48.5
Angers-St-Laud,Paris-Austerlitz,48.7
Montluçon-Ville,Paris-Austerlitz,48.8
Paris-Bercy,Moulins-sur-Allier,49.0
Biarritz,Toulouse-Matabiau,49.0
Limoges-Bénédictins,Toulouse-Matabiau,49.0
Perpignan,Cahors,49.0
Caussade,Cerbère,49.0
Nancy-Ville,Paris-Est,49.0
Paris-St-Lazare,Valognes,49.0
Paris-Gare-de-Lyon,Moulins-sur-Allier,49.0
Souillac,Narbonne,49.0
Issoudun,Gourdon,49.0
Paris-Austerlitz,Moulins-sur-Allier,49.0
Marmande,Narbonne,49.0
Paris-Nord,Vierzon-Ville,49.1
Vierzon-Ville,Lyon-Part-Dieu,49.1
Lyon-Vaise,Vierzon-Ville,49.1
St-Jean-de-Luz-Ciboure,Toulouse-Matabiau,49.3
Bordeaux-St-Jean,St-Pierre-des-Corps,49.6
Châteauroux,Cahors,50.0
Souillac,Vierzon-Ville,50.0
Agen,Sète,50.0
Carcassonne,Marseille-St-Charles,50.0
Elne,Cahors,50.0
Brive-la-Gaillarde,Les Aubrais-Orléans,50.0
Arles,Toulouse-Matabiau,50.0
Montpellier-St-Roch,St-Raphaël-Valescure,50.0
Avignon-Terminal TER,Toulouse-Matabiau,50.0
Saumur-Rive-Droite,St-Germain-des-Fossés,50.2
Angers-St-Laud,Moulins-sur-Allier,50.5
St-Pierre-des-Corps,Roanne,50.5
Hendaye,Toulouse-Matabiau,50.7
Tours,Roanne,50.8
Bordeaux-St-Jean,Carcassonne,51.0
Uzerche,Les Aubrais-Orléans,51.0
La Souterraine,Paris-Bercy,51.0
Argenton-sur-Creuse,Caussade,51.0
Nîmes,Montauban-Ville-Bourbon,51.0
La Souterraine,Paris-Austerlitz,51.0
La Souterraine,Paris-Gare-de-Lyon,51.0
Argelès-sur-Mer,Cahors,51.0
Uzerche,Carcassonne,51.0
Cherbourg,Paris-St-Lazare,51.9
Port-Vendres-Ville,Cahors,52.0
Collioure,Cahors,52.0
Banyuls-sur-Mer,Cahors,52.0
Gourdon,Vierzon-Ville,52.0
Béziers,Marmande,52.0
Bordeaux-St-Jean,Nantes,52.4
Lorient,Châtelaillon,52.6
Paris-Est,Vesoul,52.8
Argenton-sur-Creuse,Montauban-Ville-Bourbon,53.0
Gourdon,Perpignan,53.0
Lunéville,Paris-Est,53.0
Agen,Montpellier-St-Roch,53.0
Limoges-Bénédictins,Castelnaudary,53.0
Cerbère,Cahors,53.0
Brive-la-Gaillarde,Narbonne,53.0
Issoudun,Cahors,53.0
Paris-Gare-de-Lyon,Vichy,54.0
Châteauroux,Caussade,54.0
Paris-Bercy,Vichy,54.0
Limoges-Bénédictins,Paris-Austerlitz,54.0
Paris-Austerlitz,Vichy,54.0
Cannes,Montpellier-St-Roch,54.0
Paris-Austerlitz,St-Germain-des-Fossés,54.0
Gourdon,Elne,54.0
Paris-Bercy,St-Germain-des-Fossés,54.0
Paris-Gare-de-Lyon,St-Germain-des-Fossés,54.0
Nantes,Saincaize,54.5
Arles,Montauban-Ville-Bourbon,55.0
Montpellier-St-Roch,Antibes,55.0
Argelès-sur-Mer,Gourdon,55.0
Avignon-Terminal TER,Montauban-Ville-Bourbon,55.0
Perpignan,Souillac,55.0
Nantes,Nevers,55.6
Limoges-Bénédictins,Lyon-Part-Dieu,55.9
Lure,Paris-Est,55.9
Les Aubrais-Orléans,Souillac,56.0
Limoges-Bénédictins,Lyon-Perrache-Voyageurs,56.0
Gourdon,Collioure,57.0
Gourdon,Port-Vendres-Ville,57.0
Paris-Austerlitz,St-Nazaire,57.0
Le Croisic,Paris-Austerlitz,57.0
Paris-Austerlitz,La Souterraine,57.0
La Baule-Escoublac,Paris-Austerlitz,57.0
Les Aubrais-Orléans,St-Nazaire,57.0
La Baule-Escoublac,Les Aubrais-Orléans,57.0
Vierzon-Ville,Cahors,57.0
Châteauroux,Montauban-Ville-Bourbon,57.0
Marmande,Sète,57.0
Gourdon,Banyuls-sur-Mer,57.0
Le Croisic,Les Aubrais-Orléans,57.0
Saumur-Rive-Droite,Roanne,57.1
Angers-St-Laud,St-Germain-des-Fossés,57.3
Nantes,Paris-Austerlitz,57.8
Elne,Souillac,58.0
Montpellier-St-Roch,Nice-Ville,58.0
Paris-Est,Sarrebourg,58.0
Argelès-sur-Mer,Souillac,58.0
Gourdon,Cerbère,58.0
Bordeaux-St-Jean,Narbonne,58.0
Issoudun,Caussade,58.0
Uzerche,Narbonne,58.0
Limoges-Bénédictins,Carcassonne,58.0
Agen,Nîmes,59.0
Belfort,Paris-Est,59.2
Nantes,Moulins-sur-Allier,59.5
Angoulême,Paris-Austerlitz,59.5
Souillac,Collioure,60.0
Argenton-sur-Creuse,Toulouse-Matabiau,60.0
Les Aubrais-Orléans,Souillac,60.0
Souillac,Port-Vendres-Ville,60.0
Issoudun,Montauban-Ville-Bourbon,61.0
Paris-Bercy,Riom-Châtel-Guyon,61.0
Paris-Austerlitz,Riom-Châtel-Guyon,61.0
Souillac,Banyuls-sur-Mer,61.0
Limoges-Bénédictins,Paris-Bercy,61.0
Montpellier-St-Roch,Marmande,61.0
Paris-Est,Saverne,61.0
Clermont-Ferrand,Paris-Bercy,61.0
Clermont-Ferrand,Paris-Austerlitz,61.0
Paris-Gare-de-Lyon,Riom-Châtel-Guyon,61.0
Clermont-Ferrand,Paris-Gare-de-Lyon,61.0
Brive-la-Gaillarde,Perpignan,61.0
Limoges-Bénédictins,Paris-Gare-de-Lyon,61.0
Bordeaux-St-Jean,Les Aubrais-Orléans,61.3
Angers-St-Laud,Roanne,61.6
Brive-la-Gaillarde,Elne,62.0
Caussade,Vierzon-Ville,62.0
Souillac,Cerbère,62.0
Marseille-St-Charles,Toulouse-Matabiau,62.0
Gourdon,Les Aubrais-Orléans,62.0
Bordeaux-St-Jean,Béziers,62.0
Lyon-Perrache-Voyageurs,St-Pierre-des-Corps,62.7
Lyon-Part-Dieu,St-Pierre-des-Corps,62.7
Lyon-Vaise,St-Pierre-des-Corps,62.7
Châteauroux,Toulouse-Matabiau,63.0
Tours,Lyon-Vaise,63.0
Les Aubrais-Orléans,Cahors,63.0
Lyon-Part-Dieu,Tours,63.0
Argelès-sur-Mer,Brive-la-Gaillarde,63.0
Lyon-Perrache-Voyageurs,Tours,63.0
Nantes,St-Germain-des-Fossés,63.7
Paris-Austerlitz,Souillac,64.0
Uzerche,Paris-Bercy,64.0
Agen,Arles,64.0
Brive-la-Gaillarde,Collioure,64.0
Uzerche,Paris-Austerlitz,64.0
Uzerche,Paris-Gare-de-Lyon,64.0
Strasbourg-Ville,Paris-Est,64.0
Avignon-Terminal TER,Agen,64.0
Brive-la-Gaillarde,Port-Vendres-Ville,64.0
Villefort,Tarascon,64.3
Montauban-Ville-Bourbon,Vierzon-Ville,65.0
Brive-la-Gaillarde,Banyuls-sur-Mer,65.0
Brive-la-Gaillarde,Paris-Austerlitz,65.0
Limoges-Bénédictins,Narbonne,65.0
Brive-la-Gaillarde,Cerbère,65.0
Uzerche,Perpignan,65.0
Marseille-St-Charles,Montauban-Ville-Bourbon,66.0
Uzerche,Elne,66.0
Nîmes,Marmande,66.0
Issoudun,Toulouse-Matabiau,66.0
Bordeaux-St-Jean,Sète,66.0
Saumur-Rive-Droite,Lyon-Vaise,66.2
Saumur-Rive-Droite,Lyon-Part-Dieu,66.2
Saumur-Rive-Droite,Lyon-Vaise,66.2
Uzerche,Paris-Nord,67.0
Paris-Austerlitz,Gourdon,68.0
Uzerche,Port-Vendres-Ville,68.0
Uzerche,Banyuls-sur-Mer,68.0
Uzerche,Collioure,68.0
Toulon,Toulouse-Matabiau,68.0
Les Aubrais-Orléans,Montauban-Ville-Bourbon,68.0
Bordeaux-St-Jean,Montpellier-St-Roch,69.0
Arles,Marmande,69.0
Uzerche,Cerbère,69.0
Avignon-Terminal TER,Marmande,69.0
Caussade,Les Aubrais-Orléans,69.0
Vierzon-Ville,Toulouse-Matabiau,69.0
Nantes,Roanne,69.4
Limoges-Bénédictins,Perpignan,70.0
Brive-la-Gaillarde,Paris-Gare-de-Lyon,71.0
Brive-la-Gaillarde,Paris-Bercy,71.0
Bordeaux-St-Jean,Paris-Austerlitz,72.0
Limoges-Bénédictins,Elne,72.0
Paris-Gare-de-Lyon,Souillac,72.0
Paris-Bercy,Souillac,72.0
Paris-Nord,Lyon-Perrache-Voyageurs,72.5
Paris-Nord,Lyon-Vaise,72.5
Paris-Nord,Lyon-Part-Dieu,72.5
Limoges-Bénédictins,Collioure,73.0
Gourdon,Paris-Gare-de-Lyon,73.0
Bordeaux-St-Jean,Nîmes,73.0
Limoges-Bénédictins,Port-Vendres-Ville,73.0
Gourdon,Paris-Austerlitz,73.0
Limoges-Bénédictins,Argelès-sur-Mer,73.0
Gourdon,Paris-Bercy,73.0
Les Aubrais-Orléans,Toulouse-Matabiau,73.0
Paris-Austerlitz,Cahors,73.0
Agen,Marseille-St-Charles,73.0
Les Arcs-Draguignan,Toulouse-Matabiau,74.0
Limoges-Bénédictins,Banyuls-sur-Mer,74.0
Castelnaudary,Vierzon-Ville,75.0
Limoges-Bénédictins,Cerbère,75.0
Paris-Austerlitz,Montauban-Ville-Bourbon,76.0
St-Raphaël-Valescure,Toulouse-Matabiau,76.0
Bordeaux-St-Jean,Arles,77.0
Avignon-Terminal TER,Bordeaux-St-Jean,77.0
Paris-Gare-de-Lyon,Cahors,77.0
Paris-Bercy,Cahors,77.0
Carcassonne,Vierzon-Ville,78.0
Marseille-St-Charles,Marmande,78.0
Cannes,Toulouse-Matabiau,79.0
Antibes,Toulouse-Matabiau,80.0
Caussade,Paris-Austerlitz,80.0
Paris-Austerlitz,Toulouse-Matabiau,80.0
Caussade,Paris-Gare-de-Lyon,80.0
Caussade,Paris-Bercy,80.0
Lyon-Perrache-Voyageurs,Nantes,80.7
Lyon-Part-Dieu,Nantes,80.7
Lyon-Vaise,Nantes,80.7
Castelnaudary,Les Aubrais-Orléans,82.0
Paris-Gare-de-Lyon,Montauban-Ville-Bourbon,82.0
Nice-Ville,Toulouse-Matabiau,82.0
Paris-Bercy,Montauban-Ville-Bourbon,82.0
Narbonne,Vierzon-Ville,83.0
Carcassonne,Les Aubrais-Orléans,85.0
Paris-Bercy,Toulouse-Matabiau,86.0
Bordeaux-St-Jean,Marseille-St-Charles,86.0
Paris-Gare-de-Lyon,Toulouse-Matabiau,86.0
Perpignan,Vierzon-Ville,89.0
Les Aubrais-Orléans,Narbonne,90.0
Elne,Vierzon-Ville,90.0
Argelès-sur-Mer,Vierzon-Ville,91.0
Bordeaux-St-Jean,Toulon,91.0
Port-Vendres-Ville,Vierzon-Ville,91.0
Collioure,Vierzon-Ville,91.0
Cerbère,Vierzon-Ville,92.0
Castelnaudary,Paris-Austerlitz,92.0
Castelnaudary,Paris-Gare-de-Lyon,92.0
Castelnaudary,Paris-Bercy,92.0
Banyuls-sur-Mer,Vierzon-Ville,92.0
Carcassonne,Paris-Austerlitz,97.0
Carcassonne,Paris-Gare-de-Lyon,97.0
Les Aubrais-Orléans,Perpignan,97.0
Carcassonne,Paris-Bercy,97.0
Bordeaux-St-Jean,Les Arcs-Draguignan,98.0
Elne,Les Aubrais-Orléans,98.0
Argelès-sur-Mer,Les Aubrais-Orléans,100.0
Les Aubrais-Orléans,Collioure,100.0
Les Aubrais-Orléans,Port-Vendres-Ville,100.0
Les Aubrais-Orléans,Banyuls-sur-Mer,101.0
Les Aubrais-Orléans,Cerbère,101.0
Bordeaux-St-Jean,St-Raphaël-Valescure,101.0
Paris-Austerlitz,Narbonne,102.0
Paris-Bercy,Narbonne,102.0
Paris-Gare-de-Lyon,Narbonne,102.0
Bordeaux-St-Jean,Cannes,103.0
Bordeaux-St-Jean,Antibes,104.0
Bordeaux-St-Jean,Nice-Ville,105.0
Paris-Austerlitz,Perpignan,107.0
Perpignan,Paris-Gare-de-Lyon,107.0
Paris-Bercy,Perpignan,107.0
Elne,Paris-Bercy,108.0
Elne,Paris-Gare-de-Lyon,108.0
Argelès-sur-Mer,Paris-Bercy,108.0
Argelès-sur-Mer,Paris-Gare-de-Lyon,108.0
Elne,Paris-Austerlitz,108.0
Argelès-sur-Mer,Paris-Austerlitz,108.0
Paris-Gare-de-Lyon,Port-Vendres-Ville,109.0
Paris-Bercy,Port-Vendres-Ville,109.0
Paris-Gare-de-Lyon,Collioure,109.0
Paris-Austerlitz,Banyuls-sur-Mer,109.0
Paris-Austerlitz,Port-Vendres-Ville,109.0
Paris-Bercy,Banyuls-sur-Mer,109.0
Paris-Bercy,Collioure,109.0
Paris-Gare-de-Lyon,Banyuls-sur-Mer,109.0
Paris-Austerlitz,Collioure,109.0
Paris-Gare-de-Lyon,Cerbère,110.0
Paris-Bercy,Cerbère,110.0
Paris-Austerlitz,Cerbère,110.0
